id_municipio,y_num_empresas,x_pib_total,x_pop_total
4311809.0,3061.0,3393310.838,45124.0
4311908.0,434.0,161879.735,4320.0
4311981.0,176.0,91982.977,3916.0
4312005.0,102.0,67224.682,1858.0
4312054.0,273.0,123506.515,3969.0
4312104.0,229.0,147192.898,4698.0
4312138.0,132.0,111973.846,2553.0
4312153.0,363.0,226173.444,4859.0
4312179.0,65.0,57921.608,1795.0
4312203.0,304.0,154824.508,4191.0
4312252.0,295.0,257252.951,7505.0
4312302.0,192.0,186920.95,4427.0
4312351.0,127.0,60169.45,1499.0
4312377.0,74.0,90048.556,3180.0
4312385.0,161.0,97828.882,2557.0
4312401.0,3666.0,6467582.126,64322.0
4312427.0,113.0,113863.236,2756.0
4312443.0,163.0,82696.583,3071.0
4312450.0,230.0,145054.785,6046.0
4312476.0,373.0,277915.988,6029.0
4312500.0,550.0,497282.536,12090.0
4312609.0,435.0,269145.845,4601.0
4312617.0,122.0,851698.035,2879.0
4312625.0,80.0,51791.418,1721.0
4312658.0,1206.0,2758225.352,17898.0
4312674.0,107.0,100510.078,1932.0
4312708.0,713.0,513799.396,13719.0
4312757.0,242.0,199829.956,3163.0
4312807.0,371.0,345621.009,4954.0
4312906.0,796.0,809139.968,9649.0
4312955.0,119.0,139367.374,2042.0
4313003.0,203.0,127413.896,3044.0
4313011.0,200.0,197086.921,3061.0
4313037.0,297.0,133013.758,4865.0
4313060.0,831.0,894687.175,20088.0
4313086.0,193.0,95083.357,2343.0
4313102.0,290.0,307919.509,5586.0
4313201.0,1879.0,1044948.898,23300.0
4313300.0,2493.0,1449629.504,25692.0
4313334.0,81.0,199441.062,2163.0
4313359.0,256.0,177535.146,3466.0
4313375.0,1327.0,2758041.615,29024.0
4313391.0,171.0,131086.366,3568.0
4313409.0,20256.0,10915914.742,227646.0
4313425.0,89.0,143697.794,3198.0
4313441.0,75.0,65769.408,2146.0
4313466.0,91.0,65004.759,1646.0
4313490.0,222.0,114368.115,4272.0
4313508.0,2836.0,1992122.993,47396.0
4313607.0,242.0,138641.205,3629.0
4313656.0,657.0,666940.214,12844.0
4313706.0,2047.0,1808604.646,33216.0
4313805.0,541.0,233999.245,7839.0
4313904.0,2696.0,3651828.273,43515.0
4313953.0,462.0,552950.217,10212.0
4314001.0,664.0,412317.14,7194.0
4314027.0,254.0,185970.03,6519.0
4314035.0,282.0,134708.553,4319.0
4314050.0,2212.0,1497394.666,52058.0
4314068.0,109.0,115483.897,3983.0
4314076.0,347.0,253071.797,6025.0
4314100.0,16812.0,13619805.995,206215.0
4314134.0,142.0,197857.41,2144.0
4314159.0,382.0,261231.219,7978.0
4314175.0,82.0,358700.158,2061.0
4314209.0,259.0,245041.742,7484.0
4314308.0,158.0,294044.21,3745.0
4314407.0,16733.0,11740930.051,325685.0
4314423.0,351.0,382226.464,5351.0
4314456.0,178.0,133617.181,2959.0
4314464.0,114.0,285483.708,2248.0
4314472.0,142.0,727915.323,3805.0
4314498.0,194.0,114032.383,4540.0
4314506.0,425.0,340023.602,11214.0
4314548.0,162.0,69200.373,2723.0
4314555.0,77.0,60884.769,2260.0
4314605.0,552.0,806428.893,17504.0
4314704.0,560.0,279419.802,10406.0
4314753.0,129.0,154361.992,2171.0
4314779.0,161.0,297879.005,3296.0
4314787.0,110.0,70210.123,1575.0
4314803.0,2066.0,1543413.779,34071.0
4314902.0,136102.0,90214952.143,1332845.0
4315008.0,207.0,114412.688,4360.0
4315057.0,101.0,69658.141,2142.0
4315073.0,66.0,40675.04,1560.0
4315107.0,522.0,204759.257,9938.0
4315131.0,138.0,51514.389,1739.0
4315149.0,220.0,294671.794,3077.0
4315156.0,248.0,155898.74,5340.0
4315172.0,147.0,85918.457,2025.0
4315206.0,247.0,124597.381,3747.0
4315305.0,1227.0,588978.159,23500.0
4315313.0,82.0,145777.692,1552.0
4315321.0,87.0,189792.899,2507.0
4315354.0,327.0,161878.221,3910.0
4315404.0,216.0,186012.106,9738.0
4315453.0,140.0,62683.35,1796.0
4315503.0,687.0,562183.37,14939.0
4315552.0,97.0,112293.358,2835.0
